project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,create_at
976,408,微环境对居住区自生植物群落物种组成的影响,自 2019 年开始进行南京居住区自生植物调研，分别涉及南京市不同位置的 30 个社区，300 多个样方，调研统计居住区内不同位置绿地内的自生植物群落组成，为进一步的建模分析做准备。,项目仍在进行中,毕业设计仍在进行中,,其他,2019/9/23 4:00
977,408,保定市城乡规划设计院实习,2018年暑假于保定市城乡规划设计院实习,实习社会实践,增加对园林专业的认识，同时于实践中锻炼学习了专业技能,,其他,2019/9/23 4:02
978,890,汉字误读、误认字推广的创新设计研究,本项目基于信息传播学与视觉心理学，针对汉语中常用误读、误认字，结合字体设计、书籍装帧等专业进行研究与设计创新以增加其可记忆性，并剖析文字历史背景与现代应用环境，以图形化记忆的创新方式致力于这些汉字的应用与推广。,汉字图形化与动态化能够更具有针对性地让读者达到记忆加深的效果。,1、误读、误认汉字推广的创意书籍 2、线上微信公众平台的误读、误认汉字可视化设计3、误读、误认汉字推广的创新设计设计的海报、招贴 4、就该项目成果在校内的汇报展览 5、就该项目成果在校调研的视频文件,public/img/stu/890/project/890_e3457bea.jpeg,省市级,2019/9/23 4:02
980,104,国家级大创项目：'手绘迷'高校景观艺术设计培训孵化器,用创新的课程完善大学生的手绘基功，并丰富其设计思维，在此基础上加强与在职设计师设计理念的交流，使学及能练，练及能会，会及能用的实践性教学方针。为创意理念打造属于自己的作品，使其丰富大学生活、学习更多的设计手绘能力。 ,项目立项且结题,打造校园文化，让景观艺术设计惠及更多感兴趣的人士，提高专业影响力。 同时为在读学生提供一个实践的平台，以此传承和延续下去，帮助更多有需要的同学。,public/img/stu/104/project/104_da24d087.jpeg,国家级,2019/9/23 4:14
981,893,国有企业参与扶贫攻坚的调查研究-基于企业社会责任的,本项目运用个案分析与文献研究相结合的方法对国有企业参与扶贫的动因、投入力度等扶贫工作的多方面因素进行了解，探究国有企业参与扶贫的主动性问题，以提出激励国有企业积极履行社会责任参与扶贫工作的政策建议。,针对国有企业现阶段提出的问题，提出了四点政策建议。,1.学术论文一篇。2.创新基金项目成功结题,public/img/stu/893/project/893_64151c18.jpeg,其他,2019/9/23 4:41
982,893,成都市城镇居民消费结构分析及对策,本文通过整理2017年成都市相关数据，对边际消费倾向、需求收入弹性进行分析，发现其存在的问题并提出建议。,针对成都市城镇居民消费结构，提出了重视新的消费热点等建议。,唐露.成都市城镇居民消费结构分析及对策[J].现代营销(经营版),,,
983,41,陕北黄土区林分结构与微地形对深层土壤水分影响研究,主持国家级大创项目，为揭示封山育林和人工造林两种植被构建措施对不同类型微地形深层土壤水分的影响，本研究于2018年7月对陕北吴起先黄土坡面及其5种微地形0-10m土壤水分开展观测分析。,人工造林对土壤深层水分长期性匮缺土层的产生和发展有促进作用,项目优秀结题；以第一作者发表论文《封育和造林对陕北黄土坡面微地形0-10m土层土壤水分的影响》,public/img/stu/41/project/41_98977ba0.png,国家级,2019/9/23 4:47
984,934,不同类别种子的种胚耐脱水特性的比较研究,探明油脂类和淀粉类种子耐脱水性以及种子各组成部分含水量与整体含水量的关系，为油松和板栗种质资源长期贮藏提供依据,SOD活性、溶性糖含量与种子耐脱水性密切相关,以第二作者发表CSCD一篇，题为《油脂类与淀粉类种子的耐脱水特性比较》,public/img/stu/934/project/934_b3e5ec09.png,省市级,2019/9/23 5:00
985,885,快递纸盒纸艺创新,将普通快递盒和纸艺模型结合 ， 打造具有娱乐性，实践性的新方式，让其在现代生活中拥有更多的发展潜力，促进绿色生活方式。,快递盒纸艺创新，随着线上电商发展，有很大市场空间。,以具有功能的纸模型为最终形态，进行一系列快递盒模板设计。,public/img/stu/885/project/885_b16d71b0.jpeg,其他,2019/9/23 5:22
986,948,雄安三县的语言景观之城市映像,通过查阅文献、实地调研收集当下雄安官方语言景观现状，对比国际化都市结合雄安自身特点提出发展建议。,目前雄安官方语言景观较为单一且不规范。建议结合特色发展多语景观,一篇论文,public/img/stu/948/project/948_4e32c0fd.jpeg,国家级,2019/9/23 5:40
987,885,健身器械儿童模块化设计,针对老旧小区居民需求，对重复性运动健身器械进行儿童模块化的探索性设计。,有一定尝试意义，但在落地层面仍存在归责等问题。,设计了一系列针对健身器械儿童模块化的固件，配有实体模型。,public/img/stu/885/project/885_6dc73fd5.jpeg,其他,2019/9/23 5:44
988,948,雄安新区水污染的联合防治机制构建,通过收集文献资料和实地调研、问卷调查、采访，仔细分析白洋淀水污染的成因、现状和改善建议。,解决白洋淀水资源问题需要各地区各部门联合治理。,92页的调研报告和41页附件,public/img/stu/948/project/948_2c809959.jpeg,省市级,2019/9/23 5:48
990,954,土壤-掉落物界面微生物和酶对不同碳源氮源处理的响应,通过在山西太岳山建立的油松-辽东栎阔叶混交林样地中进行不同碳源处理和氮源处理，，探讨土壤表层和凋落物层微生物和酶是如何响应的，以及不同碳源和氮源处理如何调控土壤和凋落物层微生物和酶之间的相互作用,不同碳源氮源处理对SOC、SON以及土壤微生物、理化性质等有显著影响,已基本完成文章初稿1篇,,国家级,2019/9/23 6:51
991,432,纳米靶向壳聚糖-熊果酸药物载体的合成,制备出以叶酸为靶向分子、羧甲基壳聚糖为载体链的同时负载熊果酸和10-羟基喜树碱两种抗癌药物的纳米粒子，其可以显著降低毒性、控制释放、延长疗效、靶向定位。,结题 优秀,2018年以第三发明人申请一项国家发明专利“一种基于羧甲基壳聚糖的新型水溶性靶向纳米药物载体及制备方法”；2019年在期刊《精细与专用化学品》以第一作者发表文章一篇《靶向羧甲基壳聚糖-熊果酸纳米药物载体的制备及表征》。,,其他,2019/9/23 6:53
993,809,自然教育视角下的青岛崂山东麓古村落振兴研究,随着乡村振兴战略的不断推进以及人们对教育要求的不断提高，针对儿童的自然教育体系开始逐渐进入人们的视线。通过开展自然教育，可以带动旅游产业发展，建立完善的人文生态旅游体系，使乡村保护与振兴处于动态平衡，是乡村全面振兴行之有效的模式。,自然教育对崂山东麓古村落振兴有着积极的作用,成功在《建筑工程技术与设计》中发表论文《自然教育视角下的青岛崂山东麓古村落振兴研究》,public/img/stu/809/project/809_407f1420.png,其他,2019/9/23 7:00
994,809,浅析青岛温泉小镇的特色建构路径,进行了对青岛温泉小镇特色路径构建的研究，通过其产业结构，当地特色，空间构成，保障措施等方面的规划为青岛温泉小镇提供一条以小镇特色为核心的发展路径。,就小镇特色IP打造，特色产业体系，等方面成功提出相关策略,成功在《山西建筑》中发表论文《浅析青岛温泉小镇的特色建构路径》,public/img/stu/809/project/809_d5177533.jpeg,其他,2019/9/23 7:04
995,953,基于SERVQUAL和SQ模型的生鲜农产品冷链物流服务质量,该项目主要是利用SERVQUAL服务质量评价模型和LSQ物流服务质量模型对生鲜农产品冷链物流服务质量进行研究。课题利用SERVQUAL服务质量评价模型和LSQ物流服务质量模型对生鲜农产品冷链物流服务质量进行研究。,该项目致力于构建符合我国生鲜农产品冷链物流市场特点的评价指标体系,现已完成中期审查报告。,public/img/stu/953/project/953_a52738c4.jpeg,国家级,2019/9/23 7:09
996,953,小蘑菇，大产业——特色食用菌产业助力精准扶贫,该项目依托物联网技术、数字监控技术、精准作物管理软件及遥感技术，采用精准化农业运作模式从产品端挖掘食用菌品种选育技术潜力，推广抗性强、营养高且可观赏的食用菌产品；另一方面，着力打造“公司+合作社+农户”的生产模式，为农户提供菌棒和技术支持，助农脱贫。,探究出一条成功的大学生自主创业、助农脱贫的道路。,参与第四届“互联网+”大学生创新创业大赛，作品《小蘑菇，大产业——特色食用菌产业助力精准扶贫》获得国家级铜奖。,public/img/stu/953/project/953_7e8263a0.jpeg,国家级,2019/9/23 7:14
997,953,民生保障”战略背景下青岛市旅游保险发展机遇与挑战探,利用问卷调查与实地考察、专家咨询的方式找寻青岛市旅游保险中存在问题，分析保险行业与民生问题的契合点，为老百姓的切实利益谋福祉，为保险行业献言献策。,青岛市旅游保险有待进一步改善。,参与“中国大学生保险责任行暑期社会调查竞赛”并撰写了《“民生保障”战略背景下青岛市旅游保险发展机遇与挑战探究》调研报告，获得国家级二等奖。,public/img/stu/953/project/953_1a10dbc1.jpeg,国家级,2019/9/23 7:18
998,957,高温专用服装优化分析,高温隔热服对消防员至关重要，他的厚度，既要确保安全又要节约成本和建群重量，所以，对高温服的厚度分析，有了必要。,运用微分方程，多元回归等方法，在约束条件下得到最优服装厚度。,运用微分方程，多元回归等方法，在约束条件下得到最优服装厚度。,public/img/stu/957/project/957_4fd3908c.jpeg,国家级,2019/9/23 7:19
999,633,国家林草局“集体林权制度改革监测”项目,针对辽宁、福建等七个省份集体林权制度改革情况进行追踪监测（仅参加辽宁省调研）,林权改革对促进林地流转以及新型主体发展情况的概述,完成第一作者论文一篇《林权流转对农户家庭生计的影响分析》,,国家级,2019/9/23 7:26
1000,633,南方集体林区乡村振兴定点监测与发展现状研究,对福建省集体林区发展进行调研并从乡村振兴角度提出如何促进乡村发展,对不同的村落进行分类并采取不同的发展措施。,完成案例的撰写,,其他,2019/9/23 7:27
1001,582,创新创业：打造京津冀历史名街-文化产业创意街的规划,主持创新创业项目：指出了历史文化街区有重大的历史意义和纪念意义，同时，历史文化街区的保护、改造和创新也是城市现代化进程中的重要内 容，以保定市西大街为例，通 过 走 访、实 地 调 研、搜集资料等方法对此进行了探讨，并结合实际提出了改造和创新的一些做法，以供参考,结合保定市历史文化特色，将对西大街历史文化街区总体功能进行了定位,以校级A类顺利结项，并发表两篇省级论文“历史文化街区的改造创新做法—以保定市西大街为例”和“古街区历史文化资源普查与现状分析——以河北省保定市西大街为例”。,public/img/stu/582/project/582_4469b22d.jpeg,其他,2019/9/23 7:28
1002,386,玉米酒精粕预处理及制备木材胶黏剂性能研究,我国胶黏剂以“三醛”胶为主，其原料自于不可再生资源并带来人居环境甲醛污染问题，因此利用生物质原料开发可再生、环境友好型胶黏剂势在必行。本项目以产量高、价格低的玉米酒精粕（DDGS）为原料，预处理后对其改性，制备DDGS胶黏剂并研究其胶接性能及交联剂增强机制。,DDGS胶黏剂制备胶合板胶合强度能够提高到0.7MPa以上，达到国家标准。,利用低成本的生物质原料开发出了可再生、环境友好型胶黏剂。,public/img/stu/386/project/386_60d1167e.jpeg,国家级,2019/9/23 7:31
1004,739,瓶中植物公益创业项目 ,团队由一位指导老师，八位针对项目各个方面专业的同学组成，项目旨在利用组织培养的技术使植物实现在培养容器中开花。,通过网页、小程序、APP和绿色教育课堂、公益展览来推广瓶中植物成品,荣获2018“创青春”浙大双创杯全国大学生创业大赛公益创业赛铜奖。,public/img/stu/739/project/739_8a671b3a.jpeg,国家级,2019/9/23 7:36
1005,974,农村土地产权对农户基本社会保障与收入的影响,主持国家级项目,农村土地产权能补充农村社会保障，保障农民生活,结题合格，完成论文《农村土地产权对农民基本社会保障与收入的影响——以北京市为例》一篇,public/img/stu/974/project/974_34909f13.jpeg,国家级,2019/9/23 7:39
1006,974,林业碳汇交易对森林价值实现的影响,林业碳汇交易的社会、经济、生态价值,林业碳汇交易能够显著提升森林产出,项目正在有条不紊开展中,public/img/stu/974/project/974_8f89d54e.jpeg,其他,2019/9/23 7:40
1007,974,土地承包经营权流转对农民林业经营效率的影响研究,产权制度变迁下的土地承包经营权流转对农民林业经营效率的影响研究——以辽宁省为例,稳定安全的土地承包经营权能显著提升农民林业经营效率,项目正在有条不紊开展中,public/img/stu/974/project/974_3977c84a.jpeg,省市级,2019/9/23 7:43
1008,386,纳米靶向壳聚糖-熊果酸药物载体的合成,制备出以叶酸为靶向分子、羧甲基壳聚糖为载体链的同时敷在熊果酸和喜树碱两种抗癌药物的纳米粒子，其可以显著降低毒性、控制释放、延长疗效、靶向定位。,项目以优秀结题。,在期刊《精细与专用化学品》发表论文《靶向羧甲基壳聚糖-熊果酸纳米药物载体的制备及表征》。,public/img/stu/386/project/386_01bfb7f0.jpeg,其他,2019/9/23 7:54
1009,698,几种桂花精油的提取及其在新功能白酒中的应用,探究四种提取方法提取金桂精油的组成成分，并研究其抑菌性能。利用浸泡法、感官测评、响应面方法，探究高度桂花酒的最佳配比。,单因素最优配制条件为固液比1：200、桂花酱1勺（约15g）、酒度60%vol,1.综述《桂花精油提取工艺研究进展》审稿中。2.《Comparative study of the extraction methods of Osmanthus essential oil and its component based on GC-MS analysis》撰写中。3.桂花酒包装外观专利申请中。,public/img/stu/698/project/698_efb3600c.png,省市级,2019/9/23 8:04
1010,951,对外经济贸易大学科研立项,针对大学生心理焦虑现象普遍存在展开调研,焦虑原因多样，适度焦虑利大于弊，过度焦虑弊大于利。,完成《财经类大学就业焦虑与跟风现象关联性分析—以对外经济贸易大学为例》，顺利结项,public/img/stu/951/project/951_f0d6e543.jpeg,其他,2019/9/23 8:07
1011,698,弗利家居——功能型家具定制平台,在京奋斗的年轻人们在租房时会选择面积在15-60㎡的一居室，而房间内无法同时容纳多种家具。针对人体工程学尺寸和常用功能调研方面，团队设计了将多种家具功能合为一体的模块化、功能性家具，例如购买一件我们家具产品就可以满足沙发、床、衣柜等功能，节省空间的同时也能省钱,初期以B2B运营模式为主，项目获得了山西现代集团等企业的资源支持。,第五届中国“互联网+”大学生创新创业大赛北京市三等奖；北京林业大学第七届大学生创业大赛十佳创业项目。,public/img/stu/698/project/698_15dd3f5a.png,省市级,2019/9/23 8:16
1012,750,现代木结构建筑构件标准化设计研究,对现代木结构构件进行数字化设计，然后利用软件进行受力和结构分析，总结出模块化的木结构构件,现代木结构构件是可以利用软件进行三维数字化设计和模块化设计的,一篇CSCD和两篇核心期刊,,其他,2019/9/23 8:31
1013,946,基于游客感知的文化遗产旅游价值评价及活化研究,通过文献梳理和文本分析，构建文化遗产旅游价值评价指标体系，采用问卷调查法，研究不同人口统计学背景的人群文化遗产旅游价值感知的差异及其与遗产活化方式偏好的相关性，最终提出文化遗产活化建议。,遗产旅游价值感知与活化利用方式偏好存在一定的相关性,1.基于游客体验视角的文化遗产旅游价值评价及活化研究报告2.故宫和天坛活化策略建议书,,其他,2019/9/23 8:43
1015,855,杨树内生真菌与腐烂病病程的相关性研究,本科大三就读期间，在田呈明教授的指导下开展《杨树内生真菌与腐烂病病程的相关性研究》，并对杨树溃疡病是否具有潜伏特性进行了研究探讨。,杨树溃疡病无潜伏特性,无法从健康杨树或杨树的健康部位分离出杨树溃疡病病原菌，故推断杨树溃疡病病程与腐烂病病程不一致即无明显潜伏特性，接下来将进一步对腐烂病发病过程的病原菌及内生真菌种类进行研究，明确杨树腐烂病的病程,,其他,2019/9/23 8:54
1016,976,基于Mapping的北京老城社区绿色微更新途径研究,大学生创新创业项目,对北京二环内老城区老旧小区、历史街区进行剖析，探索城市微更新途径,校级立项，正在进行，尚未结题,,省市级,2019/9/23 8:55
1020,631,农户农业清洁生产行为影响因素及引导措施研究,基于感知价值理论，运用结构方程模型，以河南冬小麦麦农为问卷调查对象，探究农户清洁生产行为的影响因素，得出结论并提出相应引导措施。,项目仍在进行中,2019.06 校级大创立项,public/img/stu/631/project/631_d60de88c.jpeg,其他,2019/9/23 10:27
1021,631,金融发展、双向FDI与碳排放,基于2003-2016年中国29省面板数据，梳理双向FDI、金融发展的碳排放影响机制，运用系统GMM模型、面板门槛模型进行实证分析，得出结论并给出对应的政策建议。,金融发展水平越高，对双向FDI的碳排放效应抑制作用越大。,2019.09 文章发表于《价值工程》,public/img/stu/631/project/631_d2f01483.jpeg,其他,2019/9/23 10:30
1022,1018,《静宁县政策性农业保险实施中存在的问题及对策研究》,分析了静宁县农户的受教育程度、收入水平、收入来源，政府政策宣传和保险产品本身等因素对农民参保的影响，提出了优化政策性农业保险设计，加强对农户的政策宣传，切实保障农民利益的对策建议。,农户的受教育程度、收入水平和政策宣传与参保意愿呈正相关。,发表论文《静宁县政策性农业保险实施影响因素研究》,,其他,2019/9/23 11:11
1023,1018,甘肃农业大学管理学院人文素养工程科研助理,协助项目负责人整理资料与数据，及时与老师沟通，配合团队工作；负责公众号“甘肃教师学苑”人文素养专栏的素材收集和整理工作。,暂未结项,暂未结项,,其他,2019/9/23 11:14
1024,944,挑战杯课外学术科技作品竞赛,2018年9月，开展《“人单合一”模式下的人力资源管理变革—海尔推进共享经济时代中国管理实践创新探索》的研究。本人主要负责研究框架设计、文献梳理及论文撰写，统筹组内成员任务分配，我们对海尔“人单合一”模式进行文献梳理和案例研究，完成1篇论文并发表。,海尔人力资源管理变革契合共享经济时代发展，成为当代企业转型方向。,完成1篇论文，并发表于《外文科技期刊数据库（文摘版）经济管理》2019年4月版,,其他,2019/9/23 11:35
1025,944,学年论文：互联网企业知识型员工激励问题研究,分析互联网企业在知识型员工激励方面的现状与问题，并提出相应措施。,制定有竞争力的薪酬制度；提升人才价值体验；用大数据实现激励及时性,完成1篇论文，并发表于《信息周刊》2019年第30期,,其他,2019/9/23 11:44
1027,852,大理市洱海流域可持续发展研究,以大理市洱海流域双廊镇旅游业发展为例探讨基于精细化管理理念完善大理市双廊镇旅游市场、促进旅游业转型升级和加强地方管理的解决对策，促进区域性旅游业可持续发展。,校级立项并顺利结题,结题报告，论文,,其他,2019/9/23 11:54
1028,849,生物炭强化直接种间电子传递的机理研究,向一共培养体系中加入生物炭可以有效强化直接种间电子传递的效率。有推测表明，生物炭具有的促进微生物电子传递的功能可能与其结构含有的腐殖酸有关，也有可能是依赖于生物炭本身的导电性能。本项目将对生物炭强化直接种间电子传递的机理展开更为深入的研究。,生物炭对 DIET 的强化作用与其表面所含的腐殖酸无关，与结构特征有关,(1)首次提出从生物炭中分离腐殖酸并将其分别作用于微生物培养体系的方法揭示其强化机理，将生物炭强化直接种间电子传递的能力与其表面的腐殖酸、自身结构性质相联系。(2)深入研究了生物炭强化 DIET 的机理，确定了生物炭中的腐殖酸与生物炭的导电性与其强化作用的联系。,,其他,2019/9/23 11:54
1029,852,西部之光规划设计竞赛,深圳市南头古城更新设计,提交参赛作品,完成作品《城以盛民--基于生态演替理论的南头古城规划设计》,,其他,2019/9/23 11:57
1030,852,岭南杯景观设计竞赛,四川省德阳市柳梢堰公园设计,提交参赛作品,完成作品《城市引力--德阳柳梢堰城市公园设计》,,其他,2019/9/23 11:59
1031,852,互联网+创新创业比赛项目“知至数字医疗平台”,构建使用方与医疗器件提供方（以3d打印技术生产产品）之间的联系平台,院级优秀奖,完成项目书,public/img/stu/852/project/852_b5be3be6.jpeg,其他,2019/9/23 12:02
1032,1020,弹性景观视角下对城市历史河道复育的研究——以北京万,本项目旨在探寻如何在弹性景观的视角下，更好地复育城市历史河道。并以北京历史河道——万泉河为例，探讨其在历史、社交、生态三个方面的古今异同，构建城市历史河道评价框架，分段提出驳岸的改造方案，且辅以景观的优化策略。,（尚未结题）,绘制万泉河地区调研图及现状分析图；辑录实践记录、实践访谈录，撰写社会调研总结报告一份；建立微信公众号等新媒体宣传平台；制作宣传展板、海报及明信片等；开展交流会，展示项目研究成果,,其他,2019/9/23 12:04
1033,1025,乡村振兴背景下新型农村合作金融发展的现实障碍与破解,从“内源性”的治理结构与参与合作的行为分析新型农村合作金融实现路径，综合运用文献研究、多分类无序Logit模型、聚类分析、多案例等方法，对影响因素、治理结构、参与行为、绩效评价等进行多角度、多变量、多层面的分析。,在研,未结题,,国家级,2019/9/23 12:10
1034,1017,大学生创新训练项目,本次智能交互灯具设计主要针对儿童这一年龄层，儿童处在特定的年龄段，对外界事物充满了好奇心，仿生设计可以完成让儿童了解自然的初步教育。因此在儿童灯具设计中采用仿生设计思维，通过深入分析儿童喜爱的自然界元素，提取出主要的仿生元素，并将其运用到产品的设计中,外观设计采用外观与功能相适应的原则，满足孩子设计要求和大众审美,（1）完成基于 Arduino 的智能交互灯具设计的模型的设计与制作；（2）创新课题结题报告 1 份；3）申请一项专利,public/img/stu/1017/project/1017_764fc2d7.jpeg,省市级,2019/9/23 12:12
1035,1021,农户对天然林停伐生态补偿的认知与受偿意愿分析,研究农户的认知情况及其影响因素和认知情况对受偿意愿的影响，并由此提出针对性的政策意见。,农户对天然林停伐政策的认知情况较差，其平均受偿意愿为59.20元/亩。,结合调研数据得出应建议加强宣传政策、提高补偿标准、完善林地不动产证的发放、促进林业贷款、发展碳汇林、放宽林地流转条件、扩大天然林林下资源经营权限，弥补农户放弃经营天然林的机会成本，以期提高农户经营林地的积极性，提高政府提供的补偿与林农需求之间的匹配程度。,public/img/stu/1021/project/1021_5c3dd0a9.jpeg,国家级,2019/9/23 12:14
1037,1017,中国科学技术大学设计创新联合项目,由中科大，安徽大学、合肥工业大学三校合作的设计创新项目吗，根据企业所给题目进行设计项目并作出实物,5G将给盲人的出行带来巨大改变，更精确更安全,安徽大学互联网+大赛优秀奖，盲人导盲设备的实体模型,public/img/stu/1017/project/1017_39d8b793.jpeg,其他,2019/9/23 12:20
1038,790,关中地区清真寺园林植物景观研究,对于陕西关中地区清真寺实地调研，清真寺园林为规则对称式园林，选择有代表性的清真寺园林进行园林植物配置研究。绘制7座清真寺园林植配平面图，进行相关数据分析。同时查阅文献，研究有关波斯地区植物引种与现有清真寺植物配置种类的关系。,植物引种结论：石榴、无花果、柑橘等，植物选择上以木犀科较多,获得结题成绩为：良好研究报告一篇，主要阐述了关中地区清真寺园林植物配置方式、生态学群落指标分析、植物引种溯源与相似文化树种的替换，特殊园林植物文化内涵与宗教的关系等。绘制植物配置平面图若干。,public/img/stu/790/project/790_4647a4b8.jpeg,其他,2019/9/23 12:38
1039,1029,土壤真菌群落对连栽尾叶桉人工林的响应,桉树是世界公认的三大速生人工林树种之一，在我国得以广泛种植。由于不合理的经营措施，桉树在为人类提供大量木材和带来良好经济效益的同时，也带来了一系列生态问题，引发全社会的广泛关注。本项目利用高通量测序技术对数代连栽尾叶桉人工林土壤真菌结构和多样性进行分析。,尾叶桉的连栽使得土壤真菌多样性上升，真菌群落结构受连栽影响显著。,获得2019年全国桉树产业发展暨学术研讨会会议论文二等奖,public/img/stu/1029/project/1029_e67e6153.jpeg,国家级,2019/9/23 12:41
1040,439,以山苍子油为主要成分的新型绿色驱蚊产品研制,掌握山苍子种植模式、提取方法以及山苍子果实油的成分分析；了解山苍子加工工艺流程，并设计出按压式山苍子驱蚊液、山苍子电热驱蚊液等产品,山苍子含有柠檬醛，能起到驱蚊的作用，且无副作用。,荣获长沙市第十五届大学生科技创新创业大赛本科生组优胜奖,public/img/stu/439/project/439_180c6117.jpeg,省市级,2019/9/23 12:42
1041,1028,《自媒体对旅游景区的营销效应及提升策略研究—以抖音,近年来，抖音短视频以几乎无成本的“病毒式”营销方式“抖红”了一批景区。本项目运用旅游学和市场营销学相关概念和理论，探讨适用于旅游景区抖音营销的理论基础，在分析国内旅游景区经营中抖音营销现状的基础上，阐述抖音对于旅游目的地营销的影响机制与营销效应。,旅游目的地的短视频营销是靠蜂窝模型的六要素之间显隐形作用关系实现,2019.08年完成论文《网红目的地怎么红？——基于旅游目的地抖音短视频营销的蜂窝模型构建》，在投，一作；,,,
1042,397, “汉乡蜀韵”中国传统蜀文化志愿传播实践团,我们团队通过对蜀文化——蜀绣蜀锦、三星堆文化、汉代画像砖进行调研，制作调研成果, “汉乡蜀韵”中国传统蜀文化志愿传播实践团院级三等奖,蜀绣、三星堆纹样装饰画、汉代画像砖拓稿、蜀文化周边（书签、挂坠、手机壳等）,public/img/stu/397/project/397_930f8836.jpeg,其他,2019/9/23 12:44
1043,790,基于不同景观类型下的声景观感知与偏好研究,视景与听景密切相关。经查阅国内外文献，发现视觉景观与听觉景观给人们带来的感受集中在街道或街头广场。此次研究旨在通过大规模问卷调查，获取公众对不同视觉景观及声景观体验的主观感受信息，通过统计分析来揭示不同的景观型下人们对于整体声景观以及单一声源的感知偏好。,实验整在进行中,实验需要经过预实验阶段与正式实验阶段。预实验已完成，调研问卷已完善，目前正式实验正在进行中，期待与各位感兴趣的老师探讨,,其他,2019/9/23 12:47
1044,439,长株潭城市群重金属污染耕地木本香料产品研发,掌握如何在重金属污染耕地上高效种植木本香料作物：迷迭香、山苍子、皇菊和大马士革玫瑰。掌握如何提取土壤和植株中的重金属,四种木本香料都可修复重金属污染土地，且其产物不含重金属,参加第七届中国创新创业大赛（湖南赛区）暨第五届湖南省创新创业大赛，晋级半决赛,,省市级,2019/9/23 12:48
1047,397,顾?苏社会实践团暑期社会实践,通过对苏州历史文化的研究，一定程度上了解中国古典园林在改革开放前后的发展状况。,改革开放以后，苏州在保留传统文化的同时发展经济，值得全国学习。,通过采访当地居民、制作纪录片向大家展示苏州40年来改革开放的变化；制作画册、传统苏绣周边来传播苏州当地文化,public/img/stu/397/project/397_0ceee915.jpeg,其他,2019/9/23 12:55
1049,759,刺槐自毒作用研究及根际土壤中自毒物质检测,将各代刺槐根际土壤浸提液作用于刺槐种子和幼苗，验证自毒作用的存在并探究各代刺槐自毒作用的强弱是否不 同；对根际土浸提液中的成分进行分离，并进行不同组合作用于刺槐种子和幼苗以探究引起刺槐自毒作用的主要物质。,已完成刺槐种子发芽率和刺槐幼苗形态指标测定，正在进行数据整理分析,大创项目结题,,其他,2019/9/23 1:31
1050,921,近期主要国家跨境电商进口税收政策调整及其影响,跨境电商贸易是互联网和经济全球化的产物，后金融危机时代，为建立贸易新均衡，多国近期对跨境电商进口税收政策进行了调整。本文分析了与我国跨境电商密切贸易的国家税收政策变化特点和国际上跨境电商贸易税收政策的发展趋势，就规范优化跨境电商环境提出相应对策建议。,完善相关税收政策立足点和原则；加强国际合作；促进相关财税政策措施,刊登于贸易经济类核心期刊《商业经济研究》2019年第15期。,public/img/stu/921/project/921_4bf1f173.jpeg,国家级,2019/9/23 1:34
1052,1046,导致中国蓝莓枝枯病的Macrophomina vaccinii的研究,对中国福建省南平市蓝莓种植园所采蓝莓枯枝标本进行菌株分离，培养纯化，初步筛选，ITS测序，获得8个壳球孢属菌株；进一步通过多基因系统发育树构建及无性型形态观察，确定其为新种并命名Macrophomina vaccinii Y. Zhang ter & L. Zhao,,,,,
1053,1026,区域昆虫科普新方法——以北京林业大学校内昆虫为例,本项目旨在以北京林业大学校园昆虫为内容、以区域昆虫科普为导向，面向对昆虫感兴趣的非专业大学生，尝试运用新的科普思路并融合多媒体、互联网等信息技术，探索昆虫科普新模式。,优秀,线上科普网站 北京林业大学昆虫识别手册 ,public/img/stu/1026/project/1026_42a5843e.png,国家级,2019/9/23 2:44
1054,920,基于地铁与公交换乘间导向标识系统的设计创新,地铁与公交换乘是公交导向系统中重要的一环，本项目以西直门地区为例进行实地调研、问卷调查、对现有问题进行总结，完成改造方案及论文撰写。,地铁与公交换乘是城市公共交通导向系统的最后一环，颇为重要。,国家级期刊论文发表 设计项目方案,public/img/stu/920/project/920_b2850547.jpeg,国家级,2019/9/23 2:47
1055,920,地铁与公交换乘导向标识系统研究以北京西直门地区为,：研究地铁与公交换乘导向标识系统，促进公共交通系统化。通过实地调 研及文献查阅，分析北京公交出行现状，并以西直门地区为例分析地铁与公交 换乘导向标识系统的不足之处。对西直门地区地铁与公交换乘存在的问题提出 改正措施。,地铁与公交换乘导视系统的完善，对改善公共交通状况有着重要作用,论文一篇,public/img/stu/920/project/920_3b4b0cd5.jpeg,国家级,2019/9/23 2:56
1056,1038,尾叶紫薇病毒诱导基因沉默(VIGS)研究,主要研究病毒诱导基因沉默(VIGS)技术在尾叶紫薇中应用是否可行,项目仍在进行中,,,,
1057,972,基于温榆河水质污染特征对水生植物及其组合的水质净化,大学生创新创业项目：基于温榆河的水质的富营养化与重金属离子的复合污染，对水生植物及其组合的水质净化效益进行研究,项目正在进行,项目正在进行,,其他,2019/9/23 2:59
