project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,,,,,,,,,
673,316,公共便携式折叠滑板车（skate+),随着互联网的发展，再到现在移动支付端的出现，陌生人之间也可以实现新型的有偿的共享，绿色出行也是目前的一种趋势。基于此，提出了共享滑板系统——skate+的概念。在工业级生产模式下，skate+的产品与现有共享产品的差异化主要在以下两方面：超过70%的90后市场，以及基于大数据的优势，定点投放的公共滑板领取柜，不仅降低了运维成本、提升行业智能调度，同时还实现了产品的快速投放、回收和处理，让用户可以快速获取滑板。,真正实现共享滑板车的概念，需要与相关部门配合，制定出相关安全法规。,无,1537700240,省市级,,,,,,,,,
675,925,越冬方式对海棠组培苗出瓶后的影响,项目主要针对‘红丽’海棠苗出瓶后，以不同越冬方式进行操作和研究，探寻一个经济性、科学性的栽培方式，以期提高‘红丽’海棠组培苗出瓶的成活率，进而为海棠组培苗的防寒越冬提供科学依据和指导建议。,成活率较高的越冬方式为1/2覆土和搭拱棚，其次为2/3覆土、覆草、露地、扣盆。,提交大创成果论文一篇,,,,,,,,,,,
677,1027,槲栎嫩枝扦插关键技术研究,本研究采用多因素试验设计，研究植物生长调节剂种类、浓度，不同基质类型，母树年龄对槲栎嫩枝扦插生根的影响,,,,,,,,,,,,,
678,932,基于51单片机扫地机器人设计,?通过51单片机实现机器人寻迹扫描，避障，让其能够对垃圾扫描吸附，碰到墙角等障碍物能自动返回。,仍在进行,仍在进行,,,,,,,,,,,
679,1027,贵州六盘水土地石漠化治理调研,2016年夏,六盘水土地石漠化分布广泛，形成了特色的喀斯特地貌。,调研报告及实践感想。,,,,,,,,,,,
680,932,基于linux的电子相册制作,?东软秦皇岛创业公司  嵌入式项目实习，通过对Linux系统的指令进程等操作，完成对图片、音乐的减压、播放，调度，实现音乐播放，图片切换，搭建移动设备终端的电子相册。,linux系统便于操作,成绩合格,,,,,,,,,,,
681,1027,海南鹦哥岭自然保护区生态摄影,2016年夏,海南鹦哥岭自然保护区物种丰富，聘民为护林员，社区关系和谐，但经济较落后，还需进一步发展。,调研报告及实践感想。,,,,,,,,,,,
682,1027,城市景观美景度及功能调研,2018年夏,北植植物种类丰富，我们调查到了200多种园林树木，景观设计质量较好,调研报告及实践感想。,,,,,,,,,,,
683,768,蜡基防水剂对防腐处理材耐候性的影响,在耐光老化性方面，将石蜡乳液与CCA、ACQ、CA等水载型防腐剂复配，将石蜡乳液、蜂蜡乳液和棕榈蜡乳液与铜胺溶液复配并对南方松(Pinus spp.)改性处理，随后加速光老化。通过表面颜色、粗糙度、接触角的变化，并根据FTIR、SEM进行分析。旨在探究不同种类的蜡乳液对不同水载型防腐剂处理材耐光老化性的影响机制。在金属腐蚀性方面，将石蜡乳液与CCA、ACQ、CA等水载型防腐剂复配，并用于木材的改性处理，随后进行金属腐蚀性试验，通过对比不同处理组的金属腐蚀率，考察石蜡乳液防水剂对防腐处理材金属腐蚀性的影响。,蜡基防水剂可以有效减缓防腐处理材光老化速率，其中石蜡基防水剂与ACQ防腐剂复配效果最佳；石蜡乳液有减缓处理材金属腐蚀的作用。,题为《乳化石蜡/硅烷木材防水剂的制备及性能》的论文已在中文核心期刊《木材工业》见刊。,1537713621,省市级,,,,,,,,,
684,853,普邦园林公司社会实践,我们团队走进企业开展活动。访企业，了解企业发展现状和人才需求，明确今后努力方向。作为园林专业大学生，在学校里，我们学习了关于园林专业的知识以及技能。但最终我们是要服务于社会，服务于企业的。了解企业真正需要的什么样的园林行业人才显得极为重要。我们了解企业各个部门，将积极探索园林专业人才的多元化发展方向。通过社会实践活动，让我们看到自己和市场需求之间的差距，看到自身知识和能力上存在的不足。,,社会实践报告一份,,,,,,,,,,,
687,238,全国林科十佳毕业生评选活动,2016北美枫情杯全国林科十佳毕业生评选颁奖活动,优秀志愿者,荣誉证书,1537715937,国家级,,,,,,,,,
688,1030,重庆地区植物与病虫害调研,本次项目大概历时一年左右，前期主要研究植物及病害的分布，及原因分析，重在定性，后期主要定量研究植物的虫害问题，分为不同地区的三块试验田进行。,受重庆不同地区及气候的不同影响，植物的分布及病害的机理也不尽相同，我们应该针对不同问题，进行具体分析判断。,《重庆地区植物与病虫害分布分析》、《气候及地理位置对不同植物及病害分布影响》,,,,,,,,,,,
689,1030,苏杭沪校园展览,与团队进行为期两周的苏杭沪社会实践活动，回校后担任展览设计人之一，负责展览布展与海报的设计，场地规划方面，得到校方好评。,,设计展览海报、邀请函，场地部分规划等。,,,,,,,,,,,
690,1030,岭南杯第二届景观竞赛,参赛时间在2018年寒假期间，设计场地为贵州的三处村落，迎合党所支持的“乡村振兴战略”，担任主创及团队的负责人，协调团队工作，作品得到老师认可。,在场地设计时，应结合“乡村振兴战略”进行规划设计，满足乡村的发展与党的大政方针。,A0展板两张参加竞赛,,,,,,,,,,,
692,1030,第八届园冶杯优秀志愿者志愿服务活动,协助老师接待国内及国外来客，处理嘉宾困难与问题，协调沟通配合。,,园冶杯圆满落幕，自身待人接物能力有所提高。,,,,,,,,,,,
693,560,2018第十届国际大学生雪雕大赛一等奖,2018年1月作为方案设计者代表本科学校赴哈尔滨参赛，作品《四方之志》在7个国家和地区的80所高校179件作品中获得三项大奖，取得本科学校参赛以来最好成绩。,无,无,1537752951,国家级,,,,,,,,,
694,560,第7届中国“设计再造”创意展入围奖,2017年11月课程设计方案获得2017年第7届中国“设计再造”创意展入围奖，中国设计再造创意展组委会、中国建筑学会室内设计分会,无,无,1537753154,国家级,,,,,,,,,
695,560,2018“园冶杯”大学生国际竞赛荣誉奖,2018“园冶杯”大学生国际竞赛课程设计类作品荣誉奖,无,无,,国家级,,,,,,,,,
696,560,国家奖学金,2016年11月获得国家奖学金,无,无,1537753451,国家级,,,,,,,,,
697,1058,论文,城市户外儿童游憩空间的交互性设计分析,城市户外儿童游憩空间的交互性设计分析,发表于核心期刊 艺术教育上 第一作者,1537753543,国家级,,,,,,,,,
700,1081,基于“因子分析法”的历史文化片区保护更新,本项目获市级大学生创业项目立项，以南锣鼓巷片区为例，通过因子分析法检验社会因子与建筑保护等级的相关性，为旧城更新提供逆向思维和新的探索模式。,住户年龄与房屋产权与房屋保护程度具有正向相关性,,,,,,,,,,,,
701,239,睡什么鬼，起来嗨！,2018年6月，我与小组为全国大学生广告艺术大赛的网易云音乐命题设计了该H5交互小游戏作品。该项目是艺术学院与信息学院学生跨专业协作的成果。用户通过用不同力度摇晃手机参与到游戏中，控制游戏主人公不同GIF动画的播放、音量的大小、游戏进程的快慢等，产生新奇的游戏体验。该交互方式也促使用户跟随音乐活动手腕。我们将歌曲名《什么鬼》融入创作主旨中，希望唤醒当今社会的低头族人士，不要过度沉迷手机，电脑等电子设备，运动起来，要热爱生活，跟随音乐运动起来，放松自己。,跨专业的协作有助于将创新思维与技术相互补足，让设计产生更大的价值。,完成一部html5交互作品，生成二维码并获得全国大学生广告艺术大赛北京赛区一等奖和全国三等奖。,1537756461,省市级,,,,,,,,,
702,551,模拟酸雨胁迫对草地早熟禾种子萌发的影响,草地早熟禾是北方城市绿地中常见的草本植物。近年来，我国许多地区频现酸性降雨，然而对草地早熟禾抗酸性的相关研究却少见报道，因此本试验选择草地早熟禾为试材，研究不同pH值的模拟酸雨对草地早熟禾种子发芽率、发芽指数及相对酸害率、根生长量和芽生长量这几个指标的影响，旨在为草地早熟禾的合理应用提供基础依据。,随着模拟酸雨pH值的降低，草地早熟禾种子的发芽率和发芽指数均呈降低趋势，根长也受抑制，芽长变化不明确，相对酸害率逐渐升高。,在《河北林业科技》上发表“模拟酸雨胁迫对草地早熟禾种子萌发特性的影响”一文，第一作者，已见刊；另有一篇论文投到核心期刊，审稿中。,,,,,,,,,,,
703,239,睡什么鬼，起来嗨！,2018年6月，我与小组为全国大学生广告艺术大赛的网易云音乐命题设计了该H5交互小游戏作品。该项目是艺术学院与信息学院学生跨专业协作的成果。用户通过用不同力度摇晃手机参与到游戏中，控制游戏主人公不同GIF动画的播放、音量的大小、游戏进程的快慢等，产生新奇的游戏体验。该交互方式也促使用户跟随音乐活动手腕。我们将歌曲名《什么鬼》融入创作主旨中，希望唤醒当今社会的低头族人士，不要过度沉迷手机，电脑等电子设备，运动起来，要热爱生活，跟随音乐运动起来，放松自己。,跨专业的协作有助于将创新思维与技术相互补足，让设计产生更大的价值。,完成一部html5交互作品，生成二维码并获得全国大学生广告艺术大赛北京赛区一等奖和全国三等奖。,1537756900,国家级,,,,,,,,,
704,72,紫外处理对甘薯贮藏品质的影响,以海南桥头产区“高系14”甘薯为材料，分别进行10min、20min、30min的UV-C照射处理，统计甘薯贮藏60d内的腐烂率、发芽率和失重率，同时测定5种生理指标的变化（CAT、SOD、POD、TSS和可溶性蛋白），以探讨UV-C处理对甘薯贮藏品质的影响,紫外处理显著降低甘薯贮藏期间的腐烂率，但同时促进了发芽， 30min的UV-C处理对腐烂率和发芽率的影响最为显著,一作在《热带作物学报》发表一篇题为“UV-C处理对甘薯贮藏品质的影响研究”的文章,,,,,,,,,,,
705,1078,基于声景地图研究广场舞下的城市公共空间,本项目旨在通过调查广场舞现象，运用空间可视化和声景地图探究公共空间的转型、规划与管理，进而对城市公共空间设计规划与管理提出有益意见，并从场地（空间规划及空间管理）和心理两方面建议引导，尝试解决广场舞矛盾。,广场舞团体造成了空间的排他性，使部分人群形成排斥心理，并且排斥心理影响了该人群对广场舞心理声景的判定，扩大了广场舞声景的负影响。,"1）	撰写项目总结报告1份2）	项目成果整理成册①调研地区广场舞团体周边环境测绘地图6份②调研地区广场舞团体声压级分布图11份③主要调研地区声景地图6份④调研趣事、访谈稿整理3）	制作宣传展板、海报及明信片等，举办交流会",,省市级,,,,,,,,,
706,394,全国房地产策划大赛志愿者,参加第八届全国房地产策划大赛志愿者活动，并获得优秀志愿者称号。,优秀志愿者称号,获得优秀志愿者称号,1537758889,国家级,,,,,,,,,
707,394,全国BIM大赛志愿者,参加全国BIM应用大赛志愿者活动，并获得优秀志愿者称号。,优秀志愿者称号,获得优秀志愿者称号,1537759063,国家级,,,,,,,,,
708,394,轻食连锁餐饮市场分析与消费机会挖掘,参与北京市市场调查与分析大赛，并获得北京市三等奖，研究了轻食连锁餐饮市场分析，并得出相关结论。,轻食接受程度与人的受教育程度相关密切，客户群定位于专科及以上人群,获得全国市场调查与分析大赛北京市三等奖,1537759224,省市级,,,,,,,,,
709,394,轻食连锁餐饮市场分析与消费机会挖掘,参与北京市市场调查与分析大赛，并获得北京市三等奖，研究了轻食连锁餐饮市场分析，并得出相关结论。,轻食接受程度与人的受教育程度相关密切，客户群定位于专科及以上人群,获得正大调研命题优秀论文奖,1537759322,省市级,,,,,,,,,
710,264,网红经济“红”了谁？,2016年参加了挑战杯课外学术科技作品竞赛，在老师的指导下，我们以设计调查问卷为起点，不断看书查阅资料，将问卷所得数据进行整合，结合所学知识分析每一个问题及其数据所代表的含义，一步步总结与完善。最终作品《网红经济“红”了谁》获得校级一等奖，并由学校推往天津市参赛。,网红群体追求马斯洛需求层次第四到第五阶层的转换，社交软件、网红孵化公司受益匪浅。网红经济在一定程度上促进了互联网经济的发展。,获得校级一等奖,1537759570,,,,,,,,,,
711,1101,北京近郊区农村产业结构调查,以北京通州、亦庄地区为典型地区，在宏观层面上通过查阅统计资料刻画产业结构的演变过程，在微观尺度上通过发放调查问卷对演变模式细致描绘，以期为北京近郊区农村的可持续发展提供政策指导。,以发掘村域历史文化传承、打造村域品牌为主线，有序发展生态旅游及周边产业链，逐步壮大集体经济。,暂无,,,,,,,,,,,
712,1101,哈尔滨新区产业发展规划,以哈尔滨新区为规划空间，重在阐明新区产业发展的战略意图，明确政府工作重点，引导市场主体行为，确定产业发展思路、目标和任务，统筹产业园区、支撑平台建设等重大问题，完善加快新区产业发展的政策措施。,加快高端装备制造业转型升级；提升绿色食品制造业发展水平；培育壮大战略性新兴产业；积极发展现代服务业。,暂无,,,,,,,,,,,
713,1101,城镇空间生态环境管控效率,以城镇空间生态环境为研究对象，梳理我国城镇空间用途管控的现状及主要问题，研究提出城镇管控效率的内涵，并构建城镇空间管控效率评估指标体系，提出提升城镇空间管控效率的促进机制，为新型城镇化发展提供政策建议。,暂无,暂无,,,,,,,,,,,
714,1106,浑善达克沙地植被覆盖时空格局,本项目拟采用气象数据和植被NDVI数据，在揭示区域植被覆盖度和气候因子时空格局的基础上，建立植被覆盖度和相关气候因子的线性回归模型，进而基于未来气候变化趋势模拟预测未来植被覆盖度的演变趋势。,,论文,,,,,,,,,,,
715,1078,传统聚落村民集体记忆的特征与对比,本次实践作为国家级大创项目“传统聚落村民集体记忆的特征及影响机制研究——以京西、黔中四村为例”的社会实践结合与延伸，立足大创，面向公众。为大创项目提供调研平台、实践平台和后期宣传平台。将学术调研与乡村记述结合，关注村落乡村记忆和乡村发展，响应党中央“看山，望水，记乡愁”的号召，为传统聚落的更新发展献计献策。,实践归纳了集体记忆的特征，就不同村落的集体记忆的差异进行对比，分析了旅游开发对村民集体记忆的影响。,"1.	整理调研资料，绘制反映村落村民集体记忆的意象地图集，最后制作绘本《村落记忆——爨底下篇、灵水篇、高荡篇、鲍屯篇》2.	小组成员撰写调研报告与实践见闻录。3.	总结调研成果，分析不同村落集体记忆差异提出村落可持续发展中如何对村民集体记忆保留的建议。4.	宣传成果：微信推送文章、宣传海报、手绘地图、明信片等5.	电子媒体成果：各村落村民集体记忆内容汇总表、认知地图图集、村民访谈录、团队成员实践见闻录、实践相关摄影集、纪录片。6.	其他成果：报纸、贴图宣传（橱窗、展板宣传）",1537769249,省市级,,,,,,,,,
716,194,北京林业大学大学生创新创业项目,随着我国对高校招生数量的不断扩大，使得高校校园也在不断扩建中，导致扩建过程中的校区边界规划不合理。从目前校园选址及周围环境看，边界已成为大学与城市间环境接洽的前沿地带，它不仅能够限定校园的空间，同时也能通过合理的空间设计赋予校园展示文化氛围的重要组成部分，边界已成为学校与城市环境中进行物质、信息交换的通道与纽带。本研究主要以五道口“大校区”为主要研究对象，立足五道口校区与校园周边环境，打造相互包容、和谐的氛围空间。,由于城市发展空间的不均衡性，所以需要在城市环境规划过程中不断的进行环境间的相互融合，体现社会环境的和谐性。,1. 项目结题报告一份  2. 一套设计文本，其中包括：设计说明一份、项目室外设计图纸（景观、种植、小品），可行性分析一份，调研报告一份  3. 空间模型实物、手绘效果图、虚拟空间模型  4.在《中国住宅设施》上发表论文《渗透边界——五道口“大校区”连接空间改造研究》,,,,,,,,,,,
717,1083,基于“因子分析法”的历史文化片区保护更新,本项目获市级大学生创业项目立项，以南锣鼓巷片区为例，通过因子分析法检验社会因子与建筑保护等级的相关性，为旧城更新提供逆向思维和新的探索模式。,通过分析，得出住户年龄与房屋产权与房屋保护程度具有正向相关性，即推测：年龄越大，对保护重视程度越高；房屋国有产权保护等级最高。,论文一篇CN\ISSN《城乡建设》2018年9期；成果参展2017北京国际设计周展览 ；成果参与北京旧城历史空间研究论坛、北京老城遇上国际设计周论坛；团队获校级重点实践项目、校级优秀成果奖、院级优秀团队二等奖。,1537769463,省市级,,,,,,,,,
718,188,柳杉毛虫高致病力Bt菌株的筛选及其侵染,柳杉毛虫是一种周期性爆发的食叶害虫，除严重为害柳杉外，该虫还为害马尾松、云南松、等。迄今为止，国内外对柳杉毛虫的研究主要局限于分布、寄主范围、危害症状、形态描述、生物学特性和化学防治等方面的研究。尚无有关害虫个体发育及致病菌方面的研究。本项目选用9种不同环境下的苏云金杆菌感染柳杉毛虫，观察柳杉毛虫感染后形态，行为，呼吸及抗逆酶活性变化，对于掌握该虫的生物学特性以及开展综合防治具有重要意义。,（1）通过研究发现，在九个不同的菌株中，d菌株（HQ47）能够达到最好的杀虫效果。（2）T-SOD的活性从感染初期到36h……,大学生创新创业训练项目结题证书,1537773367,国家级,,,,,,,,,
719,1117,金融发展的碳溢出效应研究以京津冀地区为例,该项目进行了全国层面以及京津冀地区两个范围的研究，均使用了STIRPAT模型，在该模型中引入了与金融、经济相关的变量，从而研究金融发展对碳排放的影响。在全国层面上，得到了金融集聚与碳排放具有倒U型关系，在东部、中部和西部地区对碳排放的影响机制较为复杂等结论；在京津冀地区，得到了京津冀城市群碳排放强度出现了较强的集聚现象，一个城市金融发展对该城市二氧化碳排放起到了正向的促进作用，而通过“虹吸效应”对周围城市碳排放强度起到抑制作用等结论。基于以上结论，提出了相关的政策建议。,京津冀城市群碳排放强度出现了较强的集聚现象，一个城市金融发展对该城市二氧化碳排放起到了促进作用，对周围城市碳排放强度起到抑制作用,初步完成了以《金融产业集聚及碳排放量关系的研究》、《金融碳溢出效应与碳排放的空间集聚——来自京津冀城市群的空间面板经验分析》为题的论文，预备发表中。,,国家级,,,,,,,,,
720,1116,贵州省2017年大学生创新训练项目,土壤水对于喀斯特地区生态环境具有重要的影响作用，研究喀斯特山体土壤水分的空间变异性及地形因子对土壤水分的影响规律，为喀斯特地区开展生态恢复和石漠化防治等工作提供重要的参考依据。以贵阳市斗篷山小流域代表性山体为研究对象，通过时域反射仪（TDR）测定山体东北、西北、正东、正西、正南五条样带0-10、10-20、20-30 cm三个土层深度的土壤水分，分析喀斯特峰丛山体土壤水分变异特征及其与地形因子的关系。,自然状态下土壤水分由表层到深层逐渐增大，坡位对中间层和深层的土壤水分影响较表层大。,[1]张思琪,,,,,,,,,,,
721,1089,中国对外直接投资的技术溢出及其传导机制,本文选取中国2003-2015年的省际面板数据，首先就OFDI对母国低碳效应的作用机制进行理论分析，再从碳排放量和碳排放效率两个角度实证分析了中国OFDI的低碳效应,中国对外直接投资对母国碳排放量有负的影响，但实证结果不显著，而OFDI对碳排放效率却有显著的正向影响,工作论文一篇：《对外直接投资对母国的低碳效应研究---基于我国2003~2015年省级面板数据的分析》,,国家级,,,,,,,,,
722,1120,北京市大学生生物竞赛,北京市大学生生物竞赛三等奖,无,无,1537776313,省市级,,,,,,,,,
723,1120,2017年北京市大学生生物竞赛之奇思妙想,2017年北京市大学生生物竞赛之奇思妙想三等奖,无,无,1537776377,省市级,,,,,,,,,
724,1120,果园废弃物沤肥过程中养分变化及肥效研究,国家级大学生创新项目,项目进行中,项目进行中,,国家级,,,,,,,,,
725,1115,用ELISA法制作鼻咽癌早期诊断试剂盒,创造性地把传统免疫酶法和ELISA法结合,,,,,,,,,,,,,
726,873,大数据下手机用户购买行为判别与预测研究,本文在分析魅族魅蓝Note2手机目标用户数据的基础上，从五个维度构建了用户画像，利用二元Logistic模型和BP神经网络模型对用户的购买行为评价，结果发现具有下列特征的客户群体有更强的购买意愿：18~24岁和35~44岁，大专和本科学历，从事生产、行政、互联网职业，喜爱看电视剧，浏览“搜索服务”“新闻媒体”“在线视频”“网址导航”“游戏”“投资金融”词条。基于以上研究结论，本文根据潜在用户特征，在市场细分、产品定位和广告投放三个方面提出有针对性的销售策略建议。,通过对大量数据的分析研究，本文得出了对所研究手机有更强购买意愿的客户的特征，并根据这些特征，提出了有针对性的销售策略建议。,完成一篇论文《基于大数据的手机用户购买行为判别与预测研究——以魅族魅蓝Note2为例》，该论文获北京林业大学经济管理学院学术论文大赛一等奖。,1537778750,,,,,,,,,,
727,1089,征收碳税对能源产业的影响及应对措施,在国家经济发展“保增长、调结构、促改革”的政策背景下，研究实施碳税政策对煤炭行业的影响以及制定相应政策,,申请国家级大学生创新创业训练计划,,国家级,,,,,,,,,
728,372,发表论文,《我国体育赛事IP自创策略研究——基于超级企鹅篮球名人赛的启示》,当前体育赛事IP自创需要跳脱传统思维、实现创意孵化、强化IP建设，保证赛事质量，多方位增强变现能力。,于《文体用品科技》期刊发表,,,,,,,,,,,
729,1050,土地流转中农民非制度化维权的影响机制研究,目前项目仍在进行当中，已完成土地流转过程中农民非制度化信访的表征、逻辑的研究综述。我们将采取实地发放问卷调查、开展访谈的方法进行研究，期待获得有学术价值的研究成果。,暂无,已完成土地流转过程中农民非制度化信访的表征、逻辑的研究综述，完成对土地流转过程中农民选择非制度化维权影响因素的调查问卷。,,,,,,,,,,,
730,670,北京林业大学第三届管理案例精英赛,根据 “FALARY法拉瑞”的真实案例，分析企业目前情况和外部环境，策划法拉瑞产品营销方案,利用所学知识从4P的角度为法拉瑞产品推广建言献策,获得三等奖,1537793831,,,,,,,,,,
731,349,基于公众参与的城市公园诊断系统模式创新,本项目以青岛市贮水山儿童公园为例，通过实地调研等方法，广泛听取公众意见，挖掘贮水山儿童公园现存问题。参考国内外城市公园更新改造相关研究，结合我国城市公园发展现状，提出并构建创新型城市公园诊断系统，即搭建联系公众与政府部门的桥梁，使公众需求经专业化归纳后有效反馈至决策方，建立基于青岛本土实践的打包专业化诊断模式。,结合当下“数字化”、“智慧城市”等，建立城市公园信息收集与意见反馈平台，形成数据库，为构建城市公园诊断系统打下基础。,（2018.04 1/6）申报2018年国家级大学生创新创业训练项目，通过省级评审。,,,,,,,,,,,
732,349,青岛中山公园游人使用状况评价（POE）,中山公园是青岛市内第一座大型的综合性公园，每年吸引大量游客。随着人们需求的变化，为使城市公园更好的为游客服务，我们运用POE的理论，对使用者的心理、行为进行分析，通过访谈法、问卷法、行为地图法等深入了解公园的使用情况，从而得到中山公园建成使用后的游人意见反馈，探索设计改造提升的可能性。,总改进权重占比较高的二级评价因素有：停车位数量（6.19%）、湖水水质（5.97%）、历史文化体现程度（5.56%）。,初期通过165份有效问卷，调查了游人使用状况、公园评价要素满意度和重要度。运用公式计算4个一级评价因素（自然景观要素、人工景观要素、社会文化要素与可意向的设计品质）和33个二级评价因素的改进权重。分析不同游人类型分布的时间与空间规律。（2017.04 1/4）申报2017年国家级大学生创新创业训练项目,,,,,,,,,,,
733,349,校第四届实验性绿色建筑联合设计营,2018.05.26-06.06期间，赴德国、瑞士，与德国凯泽斯劳滕应用技术大学建筑学19名同学合作开展绿色建筑联合设计营。考察瑞士弗林镇改造与复兴建设，参观学习瑞士建筑大师卡米纳达、卒姆托建筑设计作品，与瑞士联邦理工大学建筑系和工程系开展交流学习。,设计师在为被城市边缘化了的村镇进行设计和建造时，应深刻理解地方生活，从地方认同、文化复兴、经济重构和政治决策等多方面入手设计。,完成弗林镇三座废弃马厩的建筑及外环境改造方案设计,,,,,,,,,,,
734,670,教材《分销渠道管理》编写, 对教材内容进行调整和案例更改, 回顾相关知识，搜集相关资讯，顺利完成任务,主要负责第六章（渠道成员选择）的内容调整、案例更改工作,,,,,,,,,,,
735,349,2017年暑期“三下乡”社会实践,于山东省临沂市费县柴禾峪村开展为期半个月的扶贫帮扶志愿活动，主要包括支教、文化宣传、建立村委图书室、调研村庄情况、走访困难家庭并协助村委会开展工作。,形成与柴禾峪村的长期联络，帮扶活动继续延续,山东省省级重点团队；青岛理工大学2017年暑期“三下乡”社会实践优秀调研报告一等奖；暑期“三下乡”社会实践“优秀学生”。,1537795035,,,,,,,,,,
736,349,基于植物科学培育的室内景观设计实践,针对学生日常生活的专业教室现有环境的不足，通过开展植物培育实验，调动同学参与设计实践，利用实验植物进行创意盆栽的制作。,选用白三叶、紫花苜蓿、黑麦草分小组栽种，开展对照实验，记录培养条件及生长情况。运用栽种的植物及废弃木料、铁丝等材料制作创意盆栽。,（2018.03，1/5）青岛理工大学大学生科技创新立项项目。,,,,,,,,,,,
737,1128,湿地植物对污水净化研究及贡献对比,该项目为国家级大学生创新性实验，实验内容如下：选取六种湿地植物，按其吸收特性、生态习性及园林景观效果搭配了5种组合，将其栽植于污水中，每6天测定一次污水中总氮、总磷、铵态氮、化学需氧量及pH值，共测定8次；实验结束后测定各组合生物量。分析各组合对各污染物净化效果的差异，综合评价筛选出净化效果最佳的组合；分析各组合的生物量与净化率之间的关系。,各组合对污水中TN、TP净化差异显著，对铵态氮净化差异不明显。,论文“五种湿地植物组合对城市污水的净化效果研究”已录用,1537796417,省市级,,,,,,,,,
739,670,教材《市场营销学》编写,对教材内容进行调整和案例更新,回顾相关知识，搜集最新资讯,主要负责第7-9章（组织市场分析、市场竞争战略的选择、目标市场营销）的案例更新工作,,,,,,,,,,,
741,1128,社会创变客项目,”公寓农夫“项目,项目致力于：为失地农民开创一片属于自己的生活场景和精神乐园,国家级行业协会竞赛三等奖,1537796814,国家级,,,,,,,,,
742,349,新型装配式地下管廊创业项目,围绕新型装配式综合管廊的开发和产业化，致力于推动装配式建筑的发展。结合投资领域目前的实际情况，针对目前国内的空白，通过创新型技术解决新型装配式综合管廊在制造、运输、安装等各个环节中的技术难题，其产生的巨大产值以及对推广绿色建筑具有的积极作用将产生广泛的市场价值。,从项目背景、产品和服务、市场发展现状及前景分析、营销策略、公司管理、资金规划和财务预算、企业发展战略等方面撰写创业计划书。,（2018.01，3/6）2018年青岛理工大学“创青春”大学生创业大赛创业实践挑战赛金奖。,1537797221,,,,,,,,,,
743,349,国际重大会议志愿者,2018.06 上海合作组织青岛峰会志愿者2016.11 世界机场城市大会志愿者,志愿服务,志愿者证书,1537797577,,,,,,,,,,
744,268,论文,独立发表论文,大数据对中小企业会计有利有弊,大数据对中小企业会计的影响,1537799890,省市级,,,,,,,,,
745,268,论文,独立发表论文,大数据对公立医院财务管理的影响,大数据对公立医院财务管理的风险控制与预警机制,1537799963,省市级,,,,,,,,,
746,268,论文,独立发表论文,企业应收账款,我国企业应收账款的问题及对策探析,1537800013,省市级,,,,,,,,,
747,268,论文,独立发表论文,新材料行业研发费用,新材料行业上市公司研发费用的信息披露研究,1537800158,省市级,,,,,,,,,
748,716,切根与不同形态氮素对板栗根系生长,探究不同切根深度、不同形态氮素追肥及以上两者交互作用对板栗苗木根系构型及生长的影响,切根8cm及硝态氮素施肥对根系生长最优,暂未结题,1537800305,国家级,,,,,,,,,
749,716,唐山世园会游人满意度及布置现状调查,2016唐山世园会内向游人发放问卷调查游人对世园会内设施设备配置设计的满意度，调查园内园林植物配植设计情况,游人满意度一般，园内设计仍需改进,获得北京林业大学团队社会实践优秀成果奖,1537800924,,,,,,,,,,
750,944,未成年犯管教场所创新设计研究,本项目以未成年犯管教所现有环境为例，针对室内外人居环境进行合理设计，将对比成年犯与未成年犯的心理与生活需求作为切入点，对未成年犯的需求进行深入研究分析，打破以往监狱禁闭式的形象，从而尝试消除未成年犯被监控所带来的无形压力，在充分考虑满足未成年犯基本住宅功能需要的同时，使管教所成为一个融监狱安全要求、教育矫正期待、劳动生产需要以及办公舒适于一体的空间，带给未成年犯不一样的感受。,通过改变室内空间的色彩，家具材料的选择以及空间的合理规划来使未成年犯减少心理压力，区别于成年人的管理环境。,《环境设计对未成年犯心理矫正作用的研究》 省级论文一篇,,省市级,,,,,,,,,
751,1031,基于视频处理的树叶飘落动态模拟算法研究,为了解决传统CG渲染中基于物理渲染或人为设计下树叶飘落存在的不真实性问题，尝试采用从视频中提取树叶飘落数据来训练神经网络以生成大量随机符合真实环境下的树叶飘落效果。拍摄足够数量的落叶视频，并采用基于CNN的神经网络进行视频树叶识别并提取路径数据并手工添加标签，同时编程进行计算机物理模拟树叶飘落产生的旋转数据，共同输入到基于LSTM的ACGAN的生成模型中，训练完成后通过输入随机噪声和指定标签生成出大量的树叶飘落路径。,暂无,暂无,,国家级,,,,,,,,,
752,260,一瓣(the one)花艺文化工作室,为期两年的国家级创业实践项目，本人担任项目负责人，预计2019年5月结题  ,,成功注册了哈尔滨一瓣文化传播有限公司，成功开展了一些沙龙活动，受全国职业人才认证管理中心授权培训基地宝夫人花道监督管理举办了插花师资格培训等。,,,,,,,,,,,
