,uid,project
920,669.0,“互联网＋”背景下山西省农产品交易模式创新研究分析我国“互联网+”山西农业的参与主体，以信息技术获取及应用为主线分析“互联网+”山西农业的主要组织模式、模式之间的差异及模式的适用性；在构建“互联网+”山西农业运行效果评价模型的基础上，利用调研数据对模型进行检验，建立买卖双方及第三方充分信任的农产品交易平国家级
921,670.0,nannannan
922,671.0,岩溶区固氮树种及其种植模式对土壤Nnannan
923,672.0,我国经济体制转型中的企业创新模式探讨2019年5月以第一作者在国家级期刊《全国流通经济》发表学术论文《我国经济体制转型中的企业创新模式探讨》，该文归纳总结了我国企业管理模式创新现状.国家级
924,672.0,金融市场改革背景下银行信贷风险管控模式探讨2019年3月以第一作者在国家级期刊《商讯》发表学术论文《金融市场改革背景下银行信贷风险管控模式探讨》，该文提出了提升银行信贷风险管控的水平策略国家级
925,673.0,nannannan
926,675.0,nannannan
927,676.0,枸杞叶多酚对樱桃番茄贮藏的保鲜效果参加第五届“互联网+”获得宁夏大学金奖和宁夏回族自治区银奖、?参加第二届全国农科学子创新创业大赛“未来农业奇思妙想创意赛道”项目获西北片区二等奖、国家级大学生创新创业项目正在撰写论文一篇国家级
928,676.0,马铃薯醋酸发酵饮料开发参加国家级大学生创新创业项目并结题、参与宁夏黄土地农业食品有限公司马铃薯深加工产品研发工作，中央领导汪洋进行了视察和产品品尝。国家级
929,676.0,宁夏不同产地中国沙棘叶片中黄酮含量及其抗氧化活性参加第十一届“挑战杯”获得宁夏回族自治区一等奖、?参加第二届全国农科学子创新创业大赛”“现代作物科学创新发展赛道”项目获西北片区三等奖。省市级
930,676.0,银川市彩叶植物的景观应用参加校级大创项目结题。以第一作者发表论文一篇，以第二作者发表论文一篇。其他
931,677.0,大学生情侣的相似性和互补性对恋爱质量的影响正在撰写文章省市级
932,678.0,银川市彩叶植物的景观应用nannan
933,678.0,降雨入渗下的宁南山区黄土梯田稳定性及优化设计研究撰写论文一篇国家级
934,679.0,nannannan
935,680.0,nannannan
936,682.0,四川洪雅林场多功能森林经营样板基地经营效果评价完成了相关课题结题报告其他
937,684.0,nannannan
938,685.0,nannannan
939,686.0,雄全异株植物青楷槭的繁育系统检测及维持策略研究已经判明青楷槭仅仅为形态上的雄全异株，在功能上是雌雄异株植物。到结题此时已有一篇论文处于在投状态。省市级
940,687.0,可可球二孢菌对橡胶木染色效果和力学性能影响研究 可可球二孢菌落的最适生长环境为酵母膏9g/L、葡萄糖20g/L、pH值弱酸性、硫酸镁1.0g/L、硫酸亚铁0.03g/L、氯化钾0.2g/L；随着时间的增加，橡胶木表面的染色面积比逐渐提高，颜色逐渐由红黄到蓝绿色系，整体颜色逐渐变暗，耐光色牢度逐渐提高，静态接触角提高10.25%省市级
941,688.0,跟随老师参与室内测定及野外采样等工作《河北燕山苹果产区土壤肥力与施肥现状评价》--核心期刊《中国果树》（第一作者）（已拿到录用通知）其他
942,689.0,nannannan
943,690.0,以网络途径侵犯著作权的法律问题研究项目总结报告、宣传推送、调查问卷及数据分析、采访记录省市级
944,690.0,“阳光常驻”暑期实践团实践报告等省市级
945,691.0,nannannan
946,692.0,nannannan
947,693.0,Asthsmile-e儿童哮喘护理服务系统打造个性化的“治疗监护服务系统”。通过智能软硬件的结合，组成一个完整的全流程护理辅助系统国家级
948,693.0,《鲸》信息可视化网站信息可视化网站其他
949,693.0,BUBBLE  BATTLE使游戏双方从过去单一的玩法到竞技类的玩法，提高游戏的趣味性和竞争性其他
950,693.0,网易设计邦改版首页从之前的聚合类信息到信息流交互方式的改版，并新增设计师入驻功能，提高设计师的曝光率和用户选择权。其他
951,693.0,逗点run-概念游戏设计成为三维的游戏场景，增加了游戏的交互难度，提高游戏节奏类游戏的挑战性，吸引更多音乐节奏资深玩家。其他
952,693.0,《当代集团发布会H5》以“度量时光”为主题的作品，展示当下人们的生活片段，总结时光的意义。其他
953,693.0,《花开四季》我负责春天的花卉的设计，组织春季小组人员进行设计，通过水彩的方式对画面进行处理，展现春日的绚烂与活泼。国家级
954,694.0,nannannan
955,695.0,nannannan
956,696.0,nannannan
957,697.0,魔芋提取物制备木材防霉剂发表中文核心期刊论文一篇国家级
958,698.0,几种桂花精油的提取及其在新功能白酒中的应用1.综述《桂花精油提取工艺研究进展》审稿中。2.《Comparative study of the extraction methods of Osmanthus essential oil and its component based on GC-MS analysis》撰写中。3.桂花酒包装外观专利申请中。省市级
959,698.0,弗利家居——功能型家具定制平台第五届中国“互联网+”大学生创新创业大赛北京市三等奖；北京林业大学第七届大学生创业大赛十佳创业项目。省市级
960,699.0,nannannan
961,700.0,nannannan
962,701.0,菌根特异诱导基因Kinesin和Polyketide cyclase的功能暂无其他
963,701.0,新西兰食品与植物研究所交流学习小组例会的项目展示其他
964,701.0,石竹花色研究目前正在进行组织培养保存增加植物材料，为后续实验做准备。其他
965,701.0,矮牵牛转基因雄性不育性状转育的初步研究已经选择表型接近H001的F2不育株与F1植株回交，采收BC1代种子。省市级
966,702.0,nannannan
967,703.0,草甘膦施加对土壤酶、微生物和有机碳的影响已完成中期检查其他
968,704.0,柠条多倍体诱导及鉴定发表中文核心期刊一篇（第二作者）其他
969,705.0,土壤-凋落物界面微生物和酶对不同碳源氮源处理的响应已基本完成文章初稿1篇。国家级
970,706.0,湖滨带土地利用异质性对大庆城市湖泊湿地水环境的影响研究结果弥补了以往研究仅从特定缓冲区尺度或者流域尺度开展研究的不足，同时也为解决土地利用对湖泊湿地水环境影响的定量研究所需历史数据缺失或不足的问题提供了方法借鉴。国家级
971,707.0,nannannan
972,708.0,nannannan
973,709.0,土壤-凋落物界面微生物和酶对不同碳源氮源处理的响应已基本完成文章初稿1篇。国家级
974,710.0,“优秀学子培育中心”抽象的知识其他
975,711.0,白洋淀流域上游农村污水及处理现状调查研究论文3篇国家级
976,712.0,nannannan
977,713.0,nannannan
978,714.0,亚热带常绿阔叶林优势植物4种矿质元素的分配特征以第一作者身份发表CSCD论文一篇(DOI:10.19675/j.cnki.1006-687x.2019.03048)其他
979,714.0,基于普莱亚影像的成都市高新区主要绿化树种分类识别暂无。其他
980,715.0,nannannan
981,716.0,河北定州北门小学儿童青少年感恩发展研究父母感恩行为和父母感恩教养目标均与儿童报告的感恩行为呈正相关；儿童报告感恩行为与儿童的学习成绩、亲社会行为、生活满意度均呈正相关；儿童报告的感恩行为存在性别差异，男生报告的平均值显著低于女生报告的平均值。省市级
982,716.0,国家柔道队心理服务课题保密国家级
983,717.0,延安新城园林植物生长状况调查形成资政报告一份；调查报告一份，并被延安新城市政公司采用。其他
984,717.0,延安市老城区道路绿地现状研究及改造建议 发表论文一篇，已被《林业调查规划》录用，拟于2019年第四期（或第五期）刊用。其他
985,718.0,nannannan
986,719.0,nannannan
987,720.0,nannannan
988,722.0,nannannan
989,723.0,磺胺类制药废水的快速同步检测已发表在《环境工程学报》中。其他
990,725.0,2018年校级大学生创新创业训练项目校级结项其他
991,725.0,2019年校级大学生创新创业训练项目校级立项其他
992,726.0,nannannan
993,727.0,nannannan
994,728.0,我国物流业上市公司融资效率评价与障碍因子诊断1.发表于《沈阳大学学报》《基于改进TOPSIS模型物流业上市公司融资效率分析》论文一篇；2.发表于《知识经济》《基于因子分析法的物流业上市公司融资效率评价》论文一篇。国家级
995,728.0,公共基础设施信息互通平台构建研究——以合肥市为例 （1）《有关合肥市公共基础设施发展现状和公共基础设施信息互通平台构建的调查报告》1份；（2）1篇三类的学术论文；（3）向安徽省合肥市相关政府部门提交一份政策意见书；（4）运营一个合肥市公共基础措施信息互通平台。国家级
996,729.0,nannannan
997,730.0,nannannan
998,731.0,海阳白黄瓜品牌建设与发展在中青网上发表新闻稿《山东学子“三下乡”调研：海阳白黄瓜品牌建设任重道远》http://sxx.youth.cn/jxqc/sjjs/201708/t20170816_10526304.htm其他
999,733.0,nannannan
1000,734.0,nannannan
1001,735.0,nannannan
1002,736.0,nannannan
1003,737.0,大创项目：“互联网+金融”共享经济模式创新研究项目期间共完成4篇学术成果： (1)区块链技术下互联网保险发展研究 (2)“互联网+共享房屋”的创新模式分析 (3)共享医疗设备的创新模式分析 (4)“互联网+相互保险”在我国的发展分析 国家级
1004,738.0,nannannan
1005,739.0,瓶中植物公益创业项目 荣获2018“创青春”浙大双创杯全国大学生创业大赛公益创业赛铜奖。国家级
1006,740.0,肥西县森林资源现状调查分析发表论文《肥西县森林资源现状与优化措施》省市级
1007,740.0,2019年安徽省大学生GIS应用技能大赛nannan
1008,741.0,天柱山茶用菊花的筛选  选育出‘黄磐石’、‘1618’、‘436’、‘黄莺’、‘天柱山一号’这五个适用于茶饮的地被菊品种。其他
1009,742.0,nannannan
1010,743.0,nannannan
1011,744.0,机载和地基激光雷达相结合的人工林森林参数高精度提取已完成实地实验数据的采集和初步分析。省市级
1012,744.0,基于遥感技术的南京市景观破碎化格局动态分析nannan
1013,745.0,nannannan
1014,746.0,nannannan
1015,747.0,nannannan
1016,748.0,nannannan
1017,749.0,nannannan
1018,750.0,现代木结构建筑构件标准化设计研究一篇CSCD和两篇核心期刊其他
1019,751.0,河北省现代农业产业技术体系薯类创新团队建设撰写调研报告，进行了相关分析，完成了成本收益调研问卷，并完成了调研省市级
1020,751.0,习近平总书记对河北农业大学学子回信的新时代意义共青团中央专项课题国家级
1021,751.0,河北省煤改气工程实施方案与补贴政策的相关问题研究2018年大学生创新创业训练计划省级立项，结题发表论文三篇省市级
1022,752.0,基于情感化的母婴用品店家具设计研究1、刘娇nan
1023,753.0,nannannan
1024,754.0,3D打印木材原料制备及性能研究1、从杉木中分离得出纤维素，半纤维素和木质素2、测试了杉木及提取出纤维素及半纤维素的密度及CIE色度学体系的数值3、测试了杉木木粉和提取出的纤维素和半纤维素的导热系数、比热容和稳定性等物理性质其他
1025,755.0,nannannan
1026,756.0,nannannan
1027,758.0,基于新媒体技术的非物质文化遗产传承平台创新设计1.设计了“非遗城”APP，将非遗跨界、多元合作交流、非遗兴趣部落等概念作为切入点，设计全新视角下的非遗多元社交平台，为非遗传承人寻找合作伙伴、非遗爱好者传播非遗文化提供途径。2.申请外观专利一项。3. 完成论文《全新视角下的多元非遗社交平台“非遗城”APP设计》。省市级
1028,758.0,航天机柜设计本人通过查阅与视觉识别、防误设计、失重环境相关的文献，结合人机工程学、设计心理学、产品语义学、图形创意学等知识，设计出便于在失重环境下使用的航天冷藏箱。设计方案最终得到对方的高度认可。从该项目中本人也体会到：设计肩负着一份社会责任。其他
1029,759.0,刺槐自毒作用研究及根际土壤中自毒物质检测大创项目结题其他
1030,759.0,八种蓝莓内生真菌筛选及对不同品种蓝莓接种效应的研究无其他
1031,760.0,nannannan
1032,761.0,nannannan
1033,762.0,nannannan
1034,763.0,nannannan
1035,764.0,河南省创新创业重点项目《新型多功能发电行李箱》1.论文《基于对应分析及其拓展的行李箱设计特性评价》发表于中文核心期刊《包装工程》，2019年第17期，第二作者（第一作者为指导老师）；2.《一种新型复合式行李箱》实用新型专利，国家知识产权局已受理，第1专利人。省市级
1036,764.0,高铁卫生间堵塞成因的分析及解决方案的探究调研报告省市级
1037,765.0,道路改建中对道路周边商户的影响-以太原市为例良好其他
1038,767.0,【发明专利】一种基于朴素贝叶斯模型的内幕交易识别法本发明的方法对股票样本是否发生内幕交易予以快速识别，为内幕交易监管提供了一种高效而又实用的 手段；随着样本的不断增加，本发明的贝叶斯识 别模型具有更高的内幕交易识别精度其他
1039,767.0,基于随机森林与朴素贝叶斯模型的内幕交易识别方法本发明建立了股票内幕交易识别模型，实现了对测试目标是否进行内幕交易的准确识别；结合拟牛顿法和遗传算法，使随机森林模型的参数快速、高精度地优化到最优解，最优解的求解对初始值的依赖性小；本发明易于实现，性能稳定，且随着样本数据增加，鲁棒性、准确性会进一步提高其他
1040,768.0,”孔雀东南飞现象“再论-我国大学生人才回流影响因素完成调研报告及学术论文《“孔雀东南飞”现象再论—我国大学生人才回流意愿的空间选择及影响因素研究》一篇国家级
1041,769.0,nannannan
1042,770.0,太平洋岛国旅游系列丛书编撰出版《太平洋岛国旅游之波利尼西亚》、《太平洋岛国旅游之密克罗尼西亚》、《太平洋岛国旅游之美拉尼西亚》国家级
1043,771.0,在省刊发表一篇论文《内蒙古乳品国际贸易现状分析》对内蒙古乳品产业发展现状及进出口情况进行分析，探讨该地区乳品贸易存在的问题，积极探索对策措施，以提高内蒙古乳品在国际贸易中的竞争力。其他
1044,772.0,nannannan
1045,773.0,nannannan
1046,774.0,nannannan
1047,775.0,黑龙江非物质文化遗产传承的问题研究（一）打造非遗品牌文化（二）推出非遗综艺节目（三）擅用网络新媒体（四）加强非遗传承激励（五）创新非遗宣传形式（六）推动非遗走进生活（七）开发非遗旅游资源国家级
1048,776.0,nannannan
1049,777.0,nannannan
1050,778.0,基于大数据的心理育人实践活动体系研究1.参与相关教材编写；2.省级大学生创新创业项目获奖；3.获得其他课题支持。省市级
1051,778.0,新时代“以学生为中心”的思政课互动式教学法研究（未结题）其他
1052,778.0,基于健康人文的大学生心理健康全周期追踪研究（未结题）其他
1053,779.0,课题参与论文发表其他
1054,780.0,nannannan
1055,781.0,nannannan
1056,782.0,金锈菌与其寄主协同进化模式研究明确了我国金锈菌与其寄主的协同进化模式，证实了Diaphanopellis为金锈菌的异域近缘种，期中自主设计了一对针对金锈菌ITS2片段的特异性引物国家级
1057,783.0,e康复—膝关节牵引治疗获得河北省第五届互联网“+”创新创业铜奖省市级
1058,784.0,nannannan
1059,785.0,论文 《中西方园林植物造景的差异》 已录用于《现代园艺》期刊其他
1060,785.0,北京中央党校绿地改造设计项目项目前期草图构思及CAD、PS制作其他
1061,785.0,山西沁县黑珍珠康养山庄规划设计项目参与前期构思及方案绘制其他
1062,786.0,nannannan
1063,787.0,《京津冀协同发展背景下北戴河区亚太生命健康产业创新我作为导师课题组成员之一，发表了一篇文章再《商情》期刊上面。省市级
1064,788.0,nannannan
1065,790.0,关中地区清真寺园林植物景观研究获得结题成绩为：良好研究报告一篇，主要阐述了关中地区清真寺园林植物配置方式、生态学群落指标分析、植物引种溯源与相似文化树种的替换，特殊园林植物文化内涵与宗教的关系等。绘制植物配置平面图若干。其他
1066,790.0,基于不同景观类型下的声景观感知与偏好研究实验需要经过预实验阶段与正式实验阶段。预实验已完成，调研问卷已完善，目前正式实验正在进行中，期待与各位感兴趣的老师探讨其他
1067,791.0,nannannan
1068,793.0,新农村建设中村庄归并问题研究一篇论文其他
1069,794.0,nannannan
1070,795.0,《越来越美——高校垃圾分类银行创立及运营》通过举办社会活动“垃圾分类知识进校园”等，使绿色文化在校园中真正弘扬开来，并打造品牌特色，致力于将垃圾分类习惯从大学校园传播到社会中，唤醒社会公众的垃圾分类意识，为社会带来正面影响。国家级
1071,797.0,nannannan
1072,799.0,nannannan
1073,800.0,nannannan
1074,801.0,nannannan
1075,802.0,nannannan
1076,803.0,nannannan
1077,804.0,nannannan
1078,805.0,nannannan
1079,806.0,nannannan
1080,807.0,nannannan
1081,808.0,nannannan
1082,809.0,自然教育视角下的青岛崂山东麓古村落振兴研究成功在《建筑工程技术与设计》中发表论文《自然教育视角下的青岛崂山东麓古村落振兴研究》其他
1083,809.0,浅析青岛温泉小镇的特色建构路径成功在《山西建筑》中发表论文《浅析青岛温泉小镇的特色建构路径》其他
1084,810.0,山杏产品开发暂无其他
1085,811.0,全国大学生物流设计大赛“马钢杯”通过对三大模块的调整、改造与升级，马钢物流的各项资源将会比原来发挥更大的作用，成本将会得到最大限度的节约，时效性将会得到最大限度的保障，领先于其他钢铁物流企业，真正实现转型成为生态智能型物流企业的目标。国家级
1086,812.0,大气颗粒物中颗粒微观形貌特征及其矿物组成分析nannan
1087,812.0,裸土起尘颗粒物中铅镉化学形态与矿物赋存特性研究nannan
1088,812.0,土壤起尘颗粒物中重金属与矿物赋存特性研究nannan
1089,813.0,基于问答平台的健康信息服务满意度研究在投其他
1090,813.0,基于多元线性回归模型的我国汽车消费的影响因素分析基于多元线性回归模型的我国汽车消费的影响因素分析[J].福建质量管理nan
1091,813.0,基于用户满意度的健康信息服务评价研究——以社会化问在研其他
1092,813.0,基于社会化问答平台的健康信息可信度研究在研其他
1093,814.0,nannannan
1094,815.0,nannannan
1095,816.0,nannannan
1096,817.0,故宫宫廷文化“我喜欢这宫里的世界”系列香氛设计获优秀创意奖，该系列香氛产品已于故宫宫廷文化及哈乐猫官方商城上线销售。其他
1097,817.0,创新创业项目“具有中国传统工艺的灯具（设计）”设计出一系列将木材特性或木作加工工艺合理利用到最大化并发挥出它们优势的灯具产品。其他
1098,818.0,nannannan
1099,819.0,nannannan
1100,820.0,nannannan
1101,821.0,基于用户满意度的共享经济价值创造研究-以网约车为例于中国经贸导刊杂志社以第一作者身份发表同名论文其他
1102,822.0,第七届光华学院案例分析大赛文章：企业管理组-《特变电工-戈壁明珠发展之春》其他
1103,823.0,nannannan
1104,824.0,nannannan
1105,825.0,基于生理信号的情绪识别研究一篇论文正在撰写其他
1106,826.0,nannannan
1107,827.0,基于改性木质素制备新型纳滤膜的研究目前已实现制备一种性能稳定的新型改性木质素纳滤膜应用于水处理，染料截留率最高可达98%。预计将于明年之前申请专利一项并发表SCI论文一篇。国家级
1108,827.0,基于ZIF-8的新型复合吸附材料及从水中吸附孔雀石绿的nannan
1109,828.0,树木年轮针刺分析仪树木年轮针刺分析仪及其信号处理系统和结题论文一篇省市级
1110,830.0,nannannan
1111,831.0,nannannan
1112,832.0,《基于公共环境食物科普动画库的设计与开发》发表论文一篇，完成常见食物科普动画库制作省市级
1113,833.0,nannannan
1114,834.0,nannannan
1115,835.0,nannannan
1116,836.0,nannannan
1117,837.0,nannannan
1118,838.0,nannannan
1119,840.0,新媒体时代高校形象建设的问题与对策建议参加“首都师范大学挑战杯”获一等奖其他
1120,840.0,“寸草春晖”科技助老项目北京市“互联网+创新创业大赛”三等奖省市级
1121,841.0,谷胱甘肽对缓解镉胁迫下绵毛水苏的缓解效应研究现在研中，于2019.09.23进行结题其他
1122,842.0,nannannan
1123,843.0,nannannan
1124,844.0,nannannan
1125,845.0,《施肥对土壤甲烷排放的影响：Meta分析》Jingyi Dongnan
1126,846.0,nannannan
1127,847.0,厨房小家电产品体验性的设计研究获得外观专利证书一项其他
1128,848.0,nannannan
1129,849.0,生物炭强化直接种间电子传递的机理研究(1)首次提出从生物炭中分离腐殖酸并将其分别作用于微生物培养体系的方法揭示其强化机理，将生物炭强化直接种间电子传递的能力与其表面的腐殖酸、自身结构性质相联系。(2)深入研究了生物炭强化 DIET 的机理，确定了生物炭中的腐殖酸与生物炭的导电性与其强化作用的联系。其他
1130,850.0,竺24h智能商店获得第五届互联网+创新创业大赛省赛铜奖省市级
1131,851.0,nannannan
1132,852.0,大理市洱海流域可持续发展研究结题报告，论文其他
1133,852.0,西部之光规划设计竞赛完成作品《城以盛民--基于生态演替理论的南头古城规划设计》其他
1134,852.0,岭南杯景观设计竞赛完成作品《城市引力--德阳柳梢堰城市公园设计》其他
1135,852.0,互联网+创新创业比赛项目“知至数字医疗平台”完成项目书其他
1136,853.0,樟树CcTPS基因克隆与表达分析无其他
1137,855.0,杨树内生真菌与腐烂病病程的相关性研究无法从健康杨树或杨树的健康部位分离出杨树溃疡病病原菌，故推断杨树溃疡病病程与腐烂病病程不一致即无明显潜伏特性，接下来将进一步对腐烂病发病过程的病原菌及内生真菌种类进行研究，明确杨树腐烂病的病程其他
1138,856.0,nannannan
1139,858.0,nannannan
1140,859.0,检控一体式生物质压缩机此项目报名了“互联网+”大学生创新创业大赛，并在校赛中取得了第七名的优异成绩。其他
1141,861.0,《汉口租界区游客游憩行为偏好调查与评价研究》阶段性论文两篇国家级
1142,862.0,"""精准扶贫背景下，农村会计发展趋势——以易县为例”1.“国家级”大学生创新创业训练项目“优秀奖”； 2.在《中小企业管理与科技》发表该篇论文； 3.完成两万余字的调研报告；国家级"
1143,862.0,中国“互联网＋”创新创业大赛国赛1.国赛铜奖；省赛金奖国家级
1144,862.0,河北省“互联网＋”创新创业大赛国赛1.省赛铜奖省市级
1145,862.0,“改革开放40年，家庭联产承包责任制变迁”优秀调研报告、优秀团队、先进个人其他
1146,863.0,nannannan
1147,864.0,基于深度学习的土壤孔隙量化分析系统发明专利1项计算机软件著作权2项算法或软件3项SCI论文1篇省市级
1148,865.0,nannannan
1149,866.0,nannannan
1150,867.0,nannannan
1151,868.0,nannannan
1152,869.0,《基于北京市大学生的NEP量表修订及应用研究》结题合格省市级
1153,869.0,《北京鱼渔乐有限责任公司》结题良好其他
1154,870.0,nannannan
1155,871.0,nannannan
1156,872.0,冷链运输保温瓦楞纸板的制备及导热性能研究设计并探索出了一种新型的适用于冷链运输的保温瓦楞纸板，实现了保温功能；其他
1157,872.0,跟随老师参加实践课题无其他
1158,873.0,nannannan
1159,875.0,第二届国际大学生设计竞赛三等奖省市级
1160,876.0,从有园入到入好园发展公平、优质学前教育的福建经验打造公平、优质的学前教育：福建省学前教育深入发展的建议：（一）多方联动，协调发展1.战略联动，实现学前教育的协调发展2.空间联动，实现优秀师资、课程的共享3.资源联动，实现教育教学资源的共融（二）政府制定详密的计划措施，加大财政投入；扩大普惠办学；加强师资队伍省市级
1161,877.0,国家级大创:国有林场改革职工获得感与影响因素研究论文一篇、结题报告一篇、项目工作手册一份、ppt一份。国家级
1162,877.0,人力资源管理如何更有效地促进员工职场绿色行为论文一：《绿色人力资源管理实践对职场绿色行为的影响》研究报告：《人力资源管理如何更有效地促进员工绿色行为—基于理论视角下的职场绿色行为研究》其他
1163,877.0,国家公园内社区居民林业绿色发展动力及行为研究暂未结题国家级
1164,877.0,集体林区林业产权强度对农户福祉的影响研究暂未结题其他
1165,878.0,nannannan
1166,879.0,西农纳米天然手工皂开发及推广本项目已获得第四届全国大学生生命科学创新创业大赛三等奖。其他
1167,880.0,nannannan
1168,881.0,养老院与孤儿院共融获得“互联网+”创新创业大赛西南林业大学三等奖其他
1169,882.0,20世纪英国后殖民小说的空间想象研究（2019.06-）1.来自宗教的反抗：《权利与荣耀》中的现代性建构探析，吕鹏、张弛，《考试与评价（大学英语教研版）》，2019.06，SCD.其他
1170,882.0,“一带一路”视阈下江苏语言服务业发展现状及前景研究1.“一带一路”背景下的企业语言培训模式初探，《海外英语》，2019.07.2.传播学视角下京剧翻译传播的可行性探究，《大众文艺》，2019.06.3.“一带一路”视阈下江苏地方旅游外宣推介语言服务研究——以扬州、泰州的外宣翻译材料为例，吕鹏、杨喜刚，《英语广场》，2019.04.省市级
1171,882.0,中国企业“走出去”过程中的语境顺应研究1.文化“走出去”背景下中国纪录片解说词英译的语境顺应研究——以《舌尖上的中国》为例，吕鹏、张弛、张智豪，《英语广场》，2019.03，SCD.其他
1172,883.0,汉字误读、误认字推广的创新设计研究1、误读、误认汉字推广的创意书籍2、线上微信公众平台的误读、误认汉字可视化设计3、误读、误认汉字推广的创新设计设计的海报、招贴4、就该项目成果在校内的汇报展览5、就该项目成果在校调研的视频文件省市级
1173,884.0,国家级大学生创业训练计划项目《乐建乡土》成立公司，并在项目期间实际运营名称：乐建乡土（北京）科技有限公司类型：有限责任公司注册资本：100万元人民币成立日期：2016年03月31日国家级
1174,884.0,冬奥会对张家口市经济高质量发展的影响分析及对策研究获得河北省大学生“调研河北”社会调查活动省级二等奖省市级
1175,884.0,河北长期护理保险制度试点运行效果调查与完善路径研究获得河北省大学生“调研河北”社会调查活动省级特等奖省市级
1176,885.0,快递纸盒纸艺创新以具有功能的纸模型为最终形态，进行一系列快递盒模板设计。其他
1177,885.0,健身器械儿童模块化设计设计了一系列针对健身器械儿童模块化的固件，配有实体模型。其他
1178,886.0,nannannan
1179,887.0,《高校青年教师、青年学生思想状况动态调查指标体系与《高校青年教师、青年学生思想状况动态调查指标体系与》报告国家级
1180,887.0,《高校青年师生思想状况调查》《高校青年师生思想状况调查》报告省市级
1181,887.0,《共青团基层组织建设核心问题研究》河北大学学生社团发展现状及对策研究省市级
1182,887.0,《果蔬佳有限责任公司》《果蔬佳有限责任公司》企业计划书其他
1183,887.0,《同心连锁诊所》《同心连锁诊所》计划书其他
1184,888.0,nannannan
1185,889.0,nannannan
1186,890.0,汉字误读、误认字推广的创新设计研究1、误读、误认汉字推广的创意书籍 2、线上微信公众平台的误读、误认汉字可视化设计3、误读、误认汉字推广的创新设计设计的海报、招贴 4、就该项目成果在校内的汇报展览 5、就该项目成果在校调研的视频文件省市级
1187,891.0,微胶囊型木塑相变储能材料制备与界面结构表征1、已书写结题报告1份；2、在《家具与室内装饰》杂志投稿论文1篇，已被录用，将在2019年4月刊发表；省市级
1188,892.0, 基于GPS轨迹大数据的城市出租车运营效率分析论文发表在PHYSICA A (SSCI二区)其他
1189,892.0,“互联网+”新业态下的城市出租车服务利润研究大学生创新创业训练计划校级立项成功结项其他
1190,892.0,基于滴滴轨迹数据的乘客出行行为时空动态及驱动机制大学生创新创业训练计划国家级立项本科生科研基金校级立项国家级
1191,892.0,职住交通视角下区域出租车需求与社会发展的耦合协调度论文投递PHYSICA(SSCI二区)，外审状态其他
1192,893.0,国有企业参与扶贫攻坚的调查研究-基于企业社会责任的1.学术论文一篇。2.创新基金项目成功结题其他
1193,893.0,成都市城镇居民消费结构分析及对策唐露.成都市城镇居民消费结构分析及对策[J].现代营销(经营版)nan
1194,895.0,nannannan
1195,896.0,nannannan
1196,897.0,nannannan
1197,898.0,现金贷对普惠金融的作用机制研究以论文的形式在《金融经济》发表。其他
1198,899.0,1.世园会《花开四季》2.《善心日记》3.《琵琶》1.顺利展出。  2.获网络文化公益广告一等奖。3.获艺境杯三等奖。其他
1199,900.0,水分条件与土壤肥力对栓皮栎养分回流的影响尚未结题省市级
1200,901.0,nannannan
1201,902.0,农业废弃物利用与产业可持续发展的联动机制研究在CSCD收录期刊《干旱区资源与环境》上发表论文一篇：李傲群nan
1202,903.0,快递纸盒的纸艺创新设计大学生创新创业大赛校级评选其他
1203,903.0,折叠式饭盒设计2018年全国大学生工业设计大赛北京赛区一等奖 省市级
1204,903.0,道路植树机2019年CCMA“铁建重工”-BICES中国第五届国际工程机械及专用车辆创意设计大赛三等奖国家级
1205,903.0,同乐2018年学院路城事设计节佳作奖  省市级
1206,903.0,智慧学习未来概念APP设计2018年“智慧学习·设计教育学术周”之教育设计48H晋级赛最具应用前景银奖其他
1207,904.0,nannannan
1208,905.0,美国大学生数学建模竞赛学术论文国家级
1209,905.0,全国大学生数学竞赛竞赛省市级
1210,905.0,中国互联网+大赛创意期省市级
1211,905.0,全国大学生创新创业训练项目创意期省市级
1212,906.0,nannannan
1213,907.0,森林有氧运动对网络成瘾大学生执行功能的影响良好结题；参加校梁希杯进入复赛；参与中国社会心理学会2019年学术会议并进行口头报告国家级
1214,909.0,大学生创新创业训练项目——北林博物馆文创设计项目成果主要是北林博物馆相关文创产品的设计及实物产品、线上微店和公众号等国家级
1215,912.0,nannannan
1216,914.0,上市公司财务状况分析项目设计报告。其他
1217,914.0,七杯茶餐饮管理有限公司业绩评价系统设计编制业绩评价设计报告，并且所设计的业绩评价系统也被本校分店所采用。其他
1218,915.0,大连地区海洋祭祀文化的传承研究?在项目过程中，与小组成员共同搜集和整理相关文献资料，梳理出了大连地区海洋祭祀文化的具体传承现状和困境以及其反映出的相关文化内涵；前往旅顺龙王塘拜访了旅顺放海灯这一非物质文化遗产的第六代传承人王兆清老人和第七代传承人王家亮先生，并留有影像资料、录音资料等.其他
1219,915.0,中英文电影名翻译方法探究nannan
1220,916.0,nannannan
1221,917.0,“寻迹山西”旅游打卡小程序设计小程序已初步做成，大创项目已结项。省市级
1222,917.0,小额信贷应瞄准小微、聚焦三农2019年5月13日于《山西日报》独立发表文章。其他
1223,917.0,金融赋能经济，力促县域发展于8.16日在《山西日报》独立发表文章。其他
1224,918.0,nannannan
